,Ogrid,Name,Well Count,Inactive Wells,5.9 Compliance,Property,Well Name,Lease Type,ULSTR,OCD Unit Letter,API,Well Type,Last Prod/Inj,Inactive Additional Bond Due,Bonding Depth,Required Bond Amount,Bond Required Now,Covered By Blanket TA Bond,Bond In Place,In Violation
3210,3044,BURGUNDY OIL & GAS OF N M INC,98.0,0.0,Yes,,STATE VACUUM UNIT #003,S,D-32-17S-34E,D,30-025-02165,O,06/2020,07/2022,4755.0,34510.0,,,0.0,
3211,3044,BURGUNDY OIL & GAS OF N M INC,98.0,0.0,Yes,,STATE VACUUM UNIT #004,S,C-32-17S-34E,C,30-025-02167,O,06/2020,07/2022,4708.0,34416.0,,,0.0,
3212,3044,BURGUNDY OIL & GAS OF N M INC,98.0,0.0,Yes,,STATE VACUUM UNIT #005,S,B-32-17S-34E,B,30-025-02172,O,06/2020,07/2022,4706.0,34412.0,,,0.0,
3213,3044,BURGUNDY OIL & GAS OF N M INC,98.0,0.0,Yes,,STATE VACUUM UNIT #006,S,H-31-17S-34E,H,30-025-02161,O,06/2020,07/2022,4731.0,34462.0,,,0.0,
3214,3044,BURGUNDY OIL & GAS OF N M INC,98.0,0.0,Yes,,STATE VACUUM UNIT #007,S,E-32-17S-34E,E,30-025-02168,I,06/2020,07/2022,4739.0,34478.0,,,0.0,
3215,3044,BURGUNDY OIL & GAS OF N M INC,98.0,0.0,Yes,,STATE VACUUM UNIT #008,S,F-32-17S-34E,F,30-025-02166,O,06/2020,07/2022,4775.0,34550.0,,,0.0,
3216,3044,BURGUNDY OIL & GAS OF N M INC,98.0,0.0,Yes,,STATE VACUUM UNIT #011,S,I-31-17S-34E,I,30-025-02159,I,06/2020,07/2022,4753.0,34506.0,,,0.0,
3217,3044,BURGUNDY OIL & GAS OF N M INC,98.0,0.0,Yes,,STATE VACUUM UNIT #012,S,L-32-17S-34E,L,30-025-02178,O,06/2020,07/2022,4705.0,34410.0,,,0.0,
3218,3044,BURGUNDY OIL & GAS OF N M INC,98.0,0.0,Yes,,STATE VACUUM UNIT #014,S,J-32-17S-34E,J,30-025-02174,O,06/2020,07/2022,4740.0,34480.0,,,0.0,
3219,3044,BURGUNDY OIL & GAS OF N M INC,98.0,0.0,Yes,,STATE VACUUM UNIT #015,S,I-32-17S-34E,I,30-025-02173,I,06/2020,07/2022,4714.0,34428.0,,,0.0,
3220,3044,BURGUNDY OIL & GAS OF N M INC,98.0,0.0,Yes,,STATE VACUUM UNIT #016,S,P-31-17S-34E,P,30-025-02160,O,06/2020,07/2022,4786.0,34572.0,,,0.0,
3221,3044,BURGUNDY OIL & GAS OF N M INC,98.0,0.0,Yes,,STATE VACUUM UNIT #017,S,M-32-17S-34E,M,30-025-02180,I,06/2020,07/2022,4761.0,34522.0,,,0.0,
3222,3044,BURGUNDY OIL & GAS OF N M INC,98.0,0.0,Yes,,STATE VACUUM UNIT #018,S,N-32-17S-34E,N,30-025-02179,O,06/2020,07/2022,4749.0,34498.0,,,0.0,
3223,3044,BURGUNDY OIL & GAS OF N M INC,98.0,0.0,Yes,,STATE VACUUM UNIT #020,S,P-32-17S-34E,P,30-025-02176,O,06/2020,07/2022,4772.0,34544.0,,,0.0,
3224,3044,BURGUNDY OIL & GAS OF N M INC,98.0,0.0,Yes,,STATE VACUUM UNIT #022,S,F-32-17S-34E,F,30-025-27991,O,06/2020,07/2022,4845.0,34690.0,,,0.0,
3225,3044,BURGUNDY OIL & GAS OF N M INC,98.0,0.0,Yes,,STATE VACUUM UNIT #023,S,J-32-17S-34E,J,30-025-28217,O,06/2020,07/2022,4922.0,34844.0,,,0.0,
3226,3044,BURGUNDY OIL & GAS OF N M INC,98.0,0.0,Yes,,STATE VACUUM UNIT #024,S,L-32-17S-34E,L,30-025-28218,O,06/2020,07/2022,4900.0,34800.0,,,0.0,
3227,3053,"BURK ROYALTY CO., LTD.",11.0,1.0,Yes,2384.0,NEAL #001,P,B-35-20S-34E,B,30-025-02499,O,07/2020,08/2022,3752.0,32504.0,,,0.0,
3228,3053,"BURK ROYALTY CO., LTD.",11.0,1.0,Yes,,NEAL #003,P,A-35-20S-34E,A,30-025-02501,S,01/2020,02/2022,3805.0,32610.0,,,0.0,
3229,3053,"BURK ROYALTY CO., LTD.",11.0,1.0,Yes,,NEAL #004,P,H-35-20S-34E,H,30-025-02502,O,03/2019,04/2021,3822.0,32644.0,,,8822.0,
3230,3080,BURNETT OIL CO INC,252.0,5.0,Yes,40497.0,CEDAR LAKE 36 STATE #001,S,K-36-17S-30E,K,30-015-30405,S,07/2020,08/2022,11750.0,48500.0,,,0.0,
3231,371003,"BURNS XPRESS, LLC",1.0,0.0,Yes,315670.0,AIRPATH AEM STATE #001,S,P-08-18S-36E,P,30-025-29865,S,08/2020,09/2022,13004.0,51008.0,,,18004.0,
3232,329487,"BXP Operating, LLC",704.0,149.0,No,327024.0,AGAVE IK STATE #001,S,3-02-20S-29E,C,30-015-26169,O,11/1989,12/1991,4600.0,34200.0,Y,Y,0.0,
3233,329487,"BXP Operating, LLC",704.0,149.0,No,326797.0,ALLIED COM #001,S,B-27-20S-27E,B,30-015-20923,G,11/2019,12/2021,11100.0,47200.0,,,0.0,
3234,329487,"BXP Operating, LLC",704.0,149.0,No,326798.0,B C ROACH #001,P,L-26-12S-33E,L,30-025-01062,O,07/2020,08/2022,10620.0,46240.0,,,0.0,
3235,329487,"BXP Operating, LLC",704.0,149.0,No,326799.0,BAGLEY SWD #004,P,N-35-11S-33E,N,30-025-01015,S,07/2020,08/2022,10980.0,46960.0,,,0.0,
3236,329487,"BXP Operating, LLC",704.0,149.0,No,326802.0,C W ROBINSON A #001,P,P-14-11S-32E,P,30-025-00047,O,07/2020,08/2022,10660.0,46320.0,,,0.0,
3237,329487,"BXP Operating, LLC",704.0,149.0,No,326803.0,CAL MON STATE #001,S,2-19-16S-29E,E,30-015-25817,O,11/2016,12/2018,1678.0,28356.0,Y,Y,0.0,
3238,329487,"BXP Operating, LLC",704.0,149.0,No,,CAL MON STATE #002,S,3-19-16S-29E,L,30-015-25871,O,09/2016,10/2018,1804.0,28608.0,Y,Y,0.0,
3239,329487,"BXP Operating, LLC",704.0,149.0,No,326804.0,CAPROCK MALJAMAR UNIT #001,S,B-18-17S-33E,B,30-025-01462,I,07/2020,08/2022,4544.0,34088.0,,,0.0,
3240,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #003,S,D-17-17S-33E,D,30-025-01442,I,07/2020,08/2022,4413.0,33826.0,,,0.0,
3241,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #004,S,C-17-17S-33E,C,30-025-01441,I,04/2018,05/2020,4485.0,33970.0,Y,Y,0.0,
3242,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #005,S,B-17-17S-33E,B,30-025-01440,I,07/2020,08/2022,4418.0,33836.0,,,0.0,
3243,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #009,S,E-17-17S-33E,E,30-025-01443,I,03/2018,04/2020,4473.0,33946.0,Y,Y,0.0,
3244,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #011,S,G-17-17S-33E,G,30-025-01445,I,12/2017,01/2020,4435.0,33870.0,Y,Y,0.0,
3245,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #013,S,J-13-17S-32E,J,30-025-00528,I,04/2018,05/2020,4432.0,33864.0,Y,Y,0.0,
3246,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #014,S,I-13-17S-32E,I,30-025-00527,I,07/2020,08/2022,4432.0,33864.0,,,0.0,
3247,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #016,S,K-18-17S-33E,K,30-025-01463,I,07/2020,08/2022,4561.0,34122.0,,,0.0,
3248,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #019,S,L-17-17S-33E,L,30-025-01455,I,12/2017,01/2020,4396.0,33792.0,Y,Y,0.0,
3249,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #020,S,K-17-17S-33E,K,30-025-01454,I,12/2017,01/2020,4457.0,33914.0,Y,Y,0.0,
3250,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #021,S,J-17-17S-33E,J,30-025-01453,I,07/2020,08/2022,4435.0,33870.0,,,0.0,
3251,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #022,S,I-17-17S-33E,I,30-025-01452,I,07/2020,08/2022,4671.0,34342.0,,,0.0,
3252,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #023,S,O-13-17S-32E,O,30-025-00529,I,04/2018,05/2020,4352.0,33704.0,Y,Y,0.0,
3253,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #024,S,P-13-17S-32E,P,30-025-00530,I,04/2018,05/2020,4470.0,33940.0,Y,Y,0.0,
3254,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #025,S,4-18-17S-33E,M,30-025-01465,I,04/2018,05/2020,4515.0,34030.0,Y,Y,0.0,
3255,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #028,S,P-18-17S-33E,P,30-025-01458,I,07/2020,08/2022,4639.0,34278.0,,,0.0,
3256,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #029,S,M-17-17S-33E,M,30-025-01449,I,07/2020,08/2022,4565.0,34130.0,,,0.0,
3257,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #031,S,O-17-17S-33E,O,30-025-01448,I,07/2020,08/2022,4416.0,33832.0,,,0.0,
3258,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #032,S,P-17-17S-33E,P,30-025-01451,I,07/2020,08/2022,4426.0,33852.0,,,0.0,
3259,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #038,S,C-19-17S-33E,C,30-025-01485,I,04/2018,05/2020,4390.0,33780.0,Y,Y,0.0,
3260,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #039,S,B-19-17S-33E,B,30-025-01479,I,04/2018,05/2020,4458.0,33916.0,Y,Y,0.0,
3261,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #040,S,A-19-17S-33E,A,30-025-01478,I,07/2020,08/2022,4586.0,34172.0,,,0.0,
3262,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #041,S,D-20-17S-33E,D,30-025-01503,I,07/2020,08/2022,4450.0,33900.0,,,0.0,
3263,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #042,S,C-20-17S-33E,C,30-025-01499,I,04/2018,05/2020,4540.0,34080.0,Y,Y,0.0,
3264,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #044,S,A-20-17S-33E,A,30-025-01504,I,07/2020,08/2022,4500.0,34000.0,,,0.0,
3265,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #052,S,G-19-17S-33E,G,30-025-01480,I,07/2020,08/2022,4410.0,33820.0,,,0.0,
3266,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #053,S,H-19-17S-33E,H,30-025-01477,I,07/2020,08/2022,4421.0,33842.0,,,0.0,
3267,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #054,S,E-20-17S-33E,E,30-025-01505,I,07/2020,08/2022,4488.0,33976.0,,,0.0,
3268,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #062,S,J-24-17S-32E,J,30-025-00667,I,07/2020,08/2022,4391.0,33782.0,,,0.0,
3269,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #065,S,K-19-17S-33E,K,30-025-01483,O,07/2020,08/2022,4375.0,33750.0,,,0.0,
3270,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #066,S,J-19-17S-33E,J,30-025-01481,I,04/2018,05/2020,4390.0,33780.0,Y,Y,0.0,
3271,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #067,S,I-19-17S-33E,I,30-025-32731,I,07/2020,08/2022,5550.0,36100.0,,,0.0,
3272,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #068,S,L-20-17S-33E,L,30-025-01498,I,09/2017,10/2019,4355.0,33710.0,Y,Y,0.0,
3273,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #071,S,I-20-17S-33E,I,30-025-01492,I,07/2020,08/2022,4382.0,33764.0,,,0.0,
3274,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #079,S,O-19-17S-33E,O,30-025-01482,I,04/2018,05/2020,4340.0,33680.0,Y,Y,0.0,
3275,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #080,S,P-19-17S-33E,P,30-025-01475,I,07/2020,08/2022,4360.0,33720.0,,,0.0,
3276,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #093,S,L-28-17S-33E,L,30-025-01526,I,07/2020,08/2022,4460.0,33920.0,,,0.0,
3277,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #094,S,K-28-17S-33E,K,30-025-01531,I,08/2017,09/2019,4450.0,33900.0,Y,Y,0.0,
3278,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #098,S,M-28-17S-33E,M,30-025-01525,I,07/2020,08/2022,4440.0,33880.0,,,0.0,
3279,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #099,S,N-28-17S-33E,N,30-025-01532,I,07/2020,08/2022,4450.0,33900.0,,,0.0,
3280,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #100,S,O-28-17S-33E,O,30-025-01538,I,07/2020,08/2022,4448.0,33896.0,,,0.0,
3281,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #101,S,P-28-17S-33E,P,30-025-01537,I,07/2020,08/2022,4540.0,34080.0,,,0.0,
3282,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #128,S,H-18-17S-33E,H,30-025-31981,O,07/2020,08/2022,4925.0,34850.0,,,0.0,
3283,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #129,S,H-18-17S-33E,H,30-025-32920,O,07/2020,08/2022,4950.0,34900.0,,,0.0,
3284,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #130,S,F-17-17S-33E,F,30-025-32454,O,07/2020,08/2022,5550.0,36100.0,,,0.0,
3285,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #131,S,G-17-17S-33E,G,30-025-32455,O,11/2014,12/2016,5550.0,36100.0,Y,Y,0.0,
3286,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #132,S,G-17-17S-33E,G,30-025-32921,O,07/2020,08/2022,4950.0,34900.0,,,0.0,
3287,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #139,S,G-18-17S-33E,G,30-025-32922,O,07/2020,08/2022,4950.0,34900.0,,,0.0,
3288,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #140,S,H-18-17S-33E,H,30-025-32923,O,07/2020,08/2022,4950.0,34900.0,,,0.0,
3289,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #141,S,K-17-17S-33E,K,30-025-32838,O,02/2018,03/2020,5550.0,36100.0,Y,Y,0.0,
3290,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #142,S,J-17-17S-33E,J,30-025-32839,O,07/2020,08/2022,5550.0,36100.0,,,0.0,
3291,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #143,S,J-17-17S-33E,J,30-025-32924,O,01/2015,02/2017,4950.0,34900.0,Y,Y,0.0,
3292,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #146,S,P-13-17S-32E,P,30-025-33263,O,07/2020,08/2022,4850.0,34700.0,,,0.0,
3293,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #147,S,P-13-17S-32E,P,30-025-33264,O,07/2020,08/2022,4850.0,34700.0,,,0.0,
3294,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #149,S,K-18-17S-33E,K,30-025-32925,O,07/2020,08/2022,4950.0,34900.0,,,0.0,
3295,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #150,S,O-18-17S-33E,O,30-025-24296,O,07/2016,08/2018,4405.0,33810.0,Y,Y,0.0,
3296,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #151,S,L-17-17S-33E,L,30-025-32926,O,07/2020,08/2022,4950.0,34900.0,,,0.0,
3297,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #152,S,K-17-17S-33E,K,30-025-32042,O,03/2015,04/2017,5500.0,36000.0,Y,Y,0.0,
3298,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #153,S,N-17-17S-33E,N,30-025-32422,O,07/2020,08/2022,5525.0,36050.0,,,0.0,
3299,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #159,S,O-13-17S-32E,O,30-025-33005,O,07/2020,08/2022,4850.0,34700.0,,,0.0,
3300,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #160,S,4-18-17S-33E,M,30-025-32927,O,05/2016,06/2018,4850.0,34700.0,Y,Y,0.0,
3301,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #161,S,4-18-17S-33E,M,30-025-32928,O,05/2016,06/2018,4850.0,34700.0,Y,Y,0.0,
3302,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #162,S,O-18-17S-33E,O,30-025-32929,O,05/2016,06/2018,5550.0,36100.0,Y,Y,0.0,
3303,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #163,S,O-18-17S-33E,O,30-025-32930,O,07/2020,08/2022,5550.0,36100.0,,,0.0,
3304,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #166,S,O-17-17S-33E,O,30-025-32043,O,12/2015,01/2018,5550.0,36100.0,Y,Y,0.0,
3305,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #167,S,O-17-17S-33E,O,30-025-32424,O,07/2020,08/2022,5550.0,36100.0,,,0.0,
3306,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #176,S,B-19-17S-33E,B,30-025-32426,O,07/2020,08/2022,5550.0,36100.0,,,0.0,
3307,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #177,S,B-19-17S-33E,B,30-025-31980,O,07/2020,08/2022,5535.0,36070.0,,,0.0,
3308,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #179,S,F-20-17S-33E,F,30-025-24446,O,07/2020,08/2022,4400.0,33800.0,,,0.0,
3309,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #180,S,C-20-17S-33E,C,30-025-32423,O,07/2020,08/2022,5525.0,36050.0,,,0.0,
3310,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #181,S,H-20-17S-33E,H,30-025-32044,O,07/2020,08/2022,5550.0,36100.0,,,0.0,
3311,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #182,S,D-21-17S-33E,D,30-025-33266,O,03/2014,04/2016,4850.0,34700.0,Y,Y,0.0,
3312,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #193,S,E-20-17S-33E,E,30-025-32550,O,11/2015,12/2017,5580.0,36160.0,Y,Y,0.0,
3313,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #194,S,K-20-17S-33E,K,30-025-32840,O,02/2016,03/2018,5550.0,36100.0,Y,Y,0.0,
3314,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #196,S,H-20-17S-33E,H,30-025-32941,O,06/2018,07/2020,5550.0,36100.0,Y,Y,0.0,
3315,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #207,S,O-19-17S-33E,O,30-025-33270,O,07/2020,08/2022,4750.0,34500.0,,,0.0,
3316,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #208,S,M-20-17S-33E,M,30-025-33084,O,07/2020,08/2022,4850.0,34700.0,,,0.0,
3317,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #209,S,N-20-17S-33E,N,30-025-33201,O,07/2020,08/2022,4900.0,34800.0,,,0.0,
3318,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #211,S,I-20-17S-33E,I,30-025-33271,O,07/2020,08/2022,4850.0,34700.0,,,0.0,
3319,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #236,S,E-28-17S-33E,E,30-025-33504,O,01/2018,02/2020,4900.0,34800.0,Y,Y,0.0,
3320,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #242,S,K-28-17S-33E,K,30-025-33242,O,07/2020,08/2022,4803.0,34606.0,,,0.0,
3321,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #243,S,J-28-17S-33E,J,30-025-33243,O,07/2020,08/2022,4950.0,34900.0,,,0.0,
3322,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #244,S,O-28-17S-33E,O,30-025-33244,O,07/2020,08/2022,4900.0,34800.0,,,0.0,
3323,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #250,S,P-28-17S-33E,P,30-025-33245,O,08/2013,09/2015,4950.0,34900.0,Y,Y,0.0,
3324,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #260,S,H-18-17S-33E,H,30-025-33437,I,07/2020,08/2022,4675.0,34350.0,,,0.0,
3325,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #263,S,M-20-17S-33E,M,30-025-33621,I,04/2018,05/2020,4650.0,34300.0,Y,Y,0.0,
3326,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #281,S,M-28-17S-33E,M,30-025-33723,O,04/2016,05/2018,4775.0,34550.0,Y,Y,0.0,
3327,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #282,P,N-28-17S-33E,N,30-025-34110,O,07/2020,08/2022,4758.0,34516.0,,,0.0,
3328,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #283,S,O-28-17S-33E,O,30-025-34193,I,07/2020,08/2022,4800.0,34600.0,,,0.0,
3329,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #284,S,M-28-17S-33E,M,30-025-34194,O,07/2020,08/2022,4550.0,34100.0,,,0.0,
3330,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #401,S,P-17-17S-33E,P,30-025-34225,O,07/2020,08/2022,4925.0,34850.0,,,0.0,
3331,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #500,S,G-18-17S-33E,G,30-025-39124,O,07/2020,08/2022,5522.0,36044.0,,,0.0,
3332,329487,"BXP Operating, LLC",704.0,149.0,No,,CAPROCK MALJAMAR UNIT #506,S,O-18-17S-33E,O,30-025-39127,O,07/2020,08/2022,5000.0,35000.0,,,0.0,
3333,329487,"BXP Operating, LLC",704.0,149.0,No,326805.0,CASWELL #001,P,M-33-16S-32E,M,30-025-34984,O,07/2020,08/2022,4500.0,34000.0,,,0.0,
3334,329487,"BXP Operating, LLC",704.0,149.0,No,326806.0,CATCLAW DRAW UNIT #001Y,S,F-26-21S-25E,F,30-015-20383,G,07/2020,08/2022,10905.0,46810.0,,,0.0,
3335,329487,"BXP Operating, LLC",704.0,149.0,No,,CATCLAW DRAW UNIT #006,S,J-13-21S-25E,J,30-015-20734,G,07/2020,08/2022,99999.0,224998.0,,,0.0,
3336,329487,"BXP Operating, LLC",704.0,149.0,No,,CATCLAW DRAW UNIT #013,S,O-26-21S-25E,O,30-015-23203,G,07/2020,08/2022,10860.0,46720.0,,,0.0,
3337,329487,"BXP Operating, LLC",704.0,149.0,No,,CATCLAW DRAW UNIT #018,S,D-23-21S-25E,D,30-015-33320,G,07/2020,08/2022,10615.0,46230.0,,,0.0,
3338,329487,"BXP Operating, LLC",704.0,149.0,No,326796.0,CATCLAW DRAW UNIT COM #007,S,J-14-21S-25E,J,30-015-20754,G,09/2011,10/2013,10512.0,46024.0,Y,Y,0.0,
3339,329487,"BXP Operating, LLC",704.0,149.0,No,,CATCLAW DRAW UNIT COM #017,S,B-14-21S-25E,B,30-015-23922,G,07/2020,08/2022,99999.0,224998.0,,,0.0,
3340,329487,"BXP Operating, LLC",704.0,149.0,No,,CATCLAW DRAW UNIT COM #021,S,D-14-21S-25E,D,30-015-33762,G,07/2020,08/2022,10600.0,46200.0,,,0.0,
3341,329487,"BXP Operating, LLC",704.0,149.0,No,326986.0,CHAPARRAL STATE #001,S,E-32-19S-29E,E,30-015-22028,O,07/2020,08/2022,8000.0,41000.0,,,0.0,
3342,329487,"BXP Operating, LLC",704.0,149.0,No,,CHAPARRAL STATE #003,S,M-32-19S-29E,M,30-015-36016,O,07/2020,08/2022,5300.0,35600.0,,,0.0,
3343,329487,"BXP Operating, LLC",704.0,149.0,No,326807.0,COLLATT ESTATE COM #001,P,J-01-23S-26E,J,30-015-20246,G,08/2004,09/2006,11950.0,48900.0,Y,Y,0.0,
3344,329487,"BXP Operating, LLC",704.0,149.0,No,326808.0,CORBIN 35 STATE #001,S,E-35-17S-33E,E,30-025-25763,S,07/2020,08/2022,8925.0,42850.0,,,0.0,
3345,329487,"BXP Operating, LLC",704.0,149.0,No,,CORBIN 35 STATE #002,S,E-35-17S-33E,E,30-025-32733,O,07/2020,08/2022,4680.0,34360.0,,,0.0,
3346,329487,"BXP Operating, LLC",704.0,149.0,No,326809.0,DOWNES A #005,P,N-32-21S-37E,N,30-025-27735,O,07/2020,08/2022,3800.0,32600.0,,,0.0,
3347,329487,"BXP Operating, LLC",704.0,149.0,No,326810.0,DOWNES B #003,P,4-05-22S-37E,D,30-025-24919,O,03/2015,04/2017,6704.0,38408.0,Y,Y,0.0,
